trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
67,False,"{'a': 0.5, 'e': 0.25831348066883436}",30,4,9.027254660886,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.2531472110554577}",20,3,0.423117963553334,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.2480842668343485}",20,16,6.203030571494673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.24312258149766153}",25,8,-5.569964742216731,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.2382601298677083}",20,10,2.5555575679102924,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.23349492727035415}",25,13,21.85305626733147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.22882502872494703}",20,7,-11.251069346845116,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.2242485281504481}",20,0,-6.9319602903624915,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.21976355758743912}",25,16,-0.6320288213666412,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.21536828643569034}",35,9,15.851042745157793,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.21106092070697655}",20,15,4.255179341985281,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.206839702292837}",25,16,19.87298449099332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.20270290824698026}",20,12,18.909885681983745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.19864885008204064}",20,0,9.09712869076805,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.19467587308039982}",20,11,15.868815701603195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.19078235561879184}",35,25,18.022594663713257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.186966708506416}",20,9,-24.6814094754679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.18322737433628766}",20,0,13.755549690829087,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.1795628268495619}",30,21,17.171659577684377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.17597157031257069}",25,1,28.376477441013,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.17245213890631925}",20,11,14.38271248489073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.16900309612819286}",25,0,20.45529686167743,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.16562303420562902}",20,9,21.875643527434473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.16231057352151643}",25,0,36.00180909793198,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.1590643620510861}",30,13,29.871405470796454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.15588307481006436}",30,8,-7.627575626773957,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.1527654133138631}",35,23,21.773548996524024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.1497101050475858}",20,3,6.206245888324572,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.14671590294663409}",20,0,19.30051144250992,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.1437815848877014}",30,12,16.902093124774513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.1409059531899474}",20,14,8.51301125094961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.13808783412614842}",25,3,29.106263929993567,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.13532607744362546}",30,3,0.4396632794078268,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.13261955589475294}",20,14,8.747340710528233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.12996716477685788}",25,17,13.176932299641855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.12736782148132073}",30,6,21.198478191980456,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.12482046505169431}",20,7,21.453354697106597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.12232405575066042}",30,10,39.739736736151954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.11987757463564722}",25,17,12.80108093334436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.11748002314293426}",25,19,11.609243469288506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.11513042268007558}",30,21,16.611822875880506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.11282781422647406}",30,1,24.06151606183454,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.11057125794194458}",35,16,8.475120601863821,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.10835983278310568}",20,13,13.047464654830907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.10619263612744358}",20,0,-45.334497598759,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.1040687834048947}",35,22,-19.71534664440117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.1019874077367968}",25,0,34.969454318329646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.09994765958206087}",20,16,6.554929331694368,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.09794870639041964}",30,8,-7.666274226083338,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.09598973226261125}",20,13,-1.3392167954386736,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.09406993761735902}",25,6,27.708732944206243,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.09218853886501184}",20,9,-33.472963544553316,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.09034476808771161}",20,12,13.330050529702023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.08853787272595737}",30,3,-12.749331585288342,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.08676711527143822}",25,15,-2.440640024491655,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.08503177296600946}",25,14,-0.2675737220252459,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.08333113750668926}",20,4,-5.247701728532059,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.08166451475655548}",35,13,23.821902601867247,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.08003122446142437}",20,0,11.059944265651694,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.07843059997219588}",20,7,25.23107865917684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.07686198797275196}",25,0,-7.401864583493079,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.07532474821329692}",20,15,9.704006834838049,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.07381825324903098}",25,15,8.036464919530621,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
